comment,clean,sentimen,sentiment_indobert,sentiment_indobert_kotor,sentiment_roberta,sentiment_roberta_kotor
@julius_trbb99 iya kak itu status proses akan diganti jika sudah memasuki jadwal berjalannya kegiatan. ð Semangat terus jgn terpaku nunggu kabar... Realistis aja klo seminggu ga ada kabar udh fokus yang lain,iya kak itu status proses akan diganti jika sudah memasuki jadwal berjalannya kegiatan semangat terus jangan terpaku menunggu kabar realistis saja kalau seminggu tidak ada kabar sudah fokus yang lain,2,0,1,0,0
"@keyfira_anggrayni fokuslah ke yang lain saja, ketika sdh lebih dari 1 minggu tidak ada kabar",fokuslah ke yang lain saja ketika sudah lebih dari minggu tidak ada kabar,2,0,1,0,1
@ryan.als di tlpon nya saat jam kantor ka?,di tlpon nya saat jam kantor kak,1,1,1,1,1
@keyfira_anggrayni Masi diproses jga ka,masih diproses juga kak,1,1,1,0,1
@keyfira_anggrayni Masih diproses di aku,masih diproses di aku,1,1,1,1,1
@keyfira_anggrayni iyaa belum ada ka,iya belum ada kak,1,1,1,1,1
"Admin mohon keejalasn buat kami yg status tempat magang masih berproses ini artinya apa ?? Tolong dong jangan hanya di baca bru di abaikan,,, setidaknya kalau kami yg lain tdk lolos seleksi di statusnya harus tertuli tdk lolos seleksi,,,
Klo seperti tertulis âprosesâ kami pendaftar yg lain akan berpsekulasi bahwa proses seleksi masih berlanjut,, setidaknya ada persamaan dan transparasiðð½",admin mohon keejalasn buat kami yang status tempat magang masih berproses ini artinya apa tolong dong jangan hanya di baca baru di abaikan setidaknya kalau kami yang lain tidak lolos seleksi di statusnya harus tertuli tidak lolos seleksiklo seperti tertulis proses kami pendaftar yang lain akan berpsekulasi bahwa proses seleksi masih berlanjut setidaknya ada persamaan dan transparasi,0,0,1,0,1
"@nyepammyy_ iyaa kak, udh ada pengumumannya blm kak?",iya kak sudah ada pengumumannya belum kak,1,1,1,1,1
@keyfira_anggrayni bpjs ketenagakerjaan ya ka?,bpjs ketenagakerjaan iya kak,1,1,1,1,1
"@nuel.naibaho dari yg saya bacaâ, kebetulan saya ditelp 2 hari yg lalu baru muncul notifikasi lulusnya di platform",dari yang saya baca kebetulan saya ditelp hari yang lalu baru muncul notifikasi lulusnya di platform,1,1,1,1,1
@gastrovast tgl 16 aja masih survei kebhinekaan calon DPPð­ð,tanggal saja masih survei kebhinekaan calon dpp,1,1,1,1,2
@ryan.als info darimana??,informasi darimana,1,0,0,0,0
@keyfira_anggrayni blm ada nihh,belum ada ini,1,1,1,0,1
ada yg daftar di bpjs? udah ada yg dapet pengumuman lolos atau tidak lolos blm yaa,ada yang daftar di bpjs sudah ada yang dapat pengumuman lolos atau tidak lolos belum iya,1,1,1,1,1
klo yg udah lolos tahap administrasi dari mitra itu blum berarti lolos ya?,kalau yang sudah lolos tahap administrasi dari mitra itu belum berarti lolos iya,2,1,1,1,1
"MIN INI KOK DAPET WA BISA DITERIMA OFFERING SAMPE TGL 14, TAPI KOK HARI INI AKU CEK DI WEB UDAH GAADA?",min ini kok dapat wa bisa diterima offering sampai tanggal tapi kok hari ini aku cek di web sudah enggak ada,1,0,0,0,0
Besar kemungkinan tidak lolos sippp,besar kemungkinan tidak lolos sippp,2,1,1,1,1
Berasa kek digantung pasanganð,berasa kayak digantung pasangan,1,0,0,0,0
"@ilham_andika_ harapan magang?, udh dari kemaren kan pengumumannya",harapan magang sudah dari kemarin kan pengumumannya,1,1,1,1,1
Ini sudah pengumuman calon DPP ya min? Melalui apa ya min?,ini sudah pengumuman calon dpp iya min melalui apa iya min,1,1,1,1,1
"@klandes10_fikrie kalau tidak ada undangan recruitment process dari mitra di wa ato email yang mengundang utk ikut test, interview,  atau apapun itu, kemungkinan besar tidak lolos. Patokannya di recruitment process mitra ya, bukan di status website",kalau tidak ada undangan recruitment process dari mitra di wa atau email yang mengundang untuk ikut test interview atau apapun itu kemungkinan besar tidak lolos patokannya di recruitment process mitra iya bukan di status website,2,0,1,0,0
"@akhsannurkholish kalau semisal gaada undangan recruitment process dari mitra (email atau wa), berarti kemungkinan besar tidak lolos. Patokannya bukan status di website mbkm, tapi recruitment process mitra",kalau semisal enggak ada undangan recruitment process dari mitra email atau wa berarti kemungkinan besar tidak lolos patokannya bukan status di website mbkm tapi recruitment process mitra,2,1,1,1,1
"@spontanahuy kalo gaada recruitment process dari mitra (ga dapet email ato wa yang mengundang test, interview, atau semacamnya) berarti kemungkinan ga lolos. Patokannya bukan status proses di website, tapi dari recruitment processnya mitra",kalau enggak ada recruitment process dari mitra tidak dapat email atau wa yang mengundang test interview atau semacamnya berarti kemungkinan tidak lolos patokannya bukan status proses di website tapi dari recruitment processnya mitra,1,1,1,0,0
Ini untuk dosen PT mahasiswa yang ikut msib batch 4 ya min??,ini untuk dosen pt mahasiswa yang ikut msib batch iya min,1,1,1,1,1
"@klandes10_fikrie ada kok di email, tapi mitranya yang ngabarin kalo misal ga lolos",ada kok di email tapi mitranya yang ngabarin kalau misal tidak lolos,1,1,1,0,0
yg saya knpa mitra nya masih dalam proses??,yang saya kenapa mitra nya masih dalam proses,1,1,1,0,0
Semoga masih ada harapan ð,semoga masih ada harapan,1,1,1,1,1
Dah lah,deh lah,1,2,2,0,2
"@spontanahuy udah terakhir kayanya, cek terus aja offering nya di platform",sudah terakhir kayaknya cek terus saja offering nya di platform,1,1,1,1,1
Ya Allah ini sudah tanggal 13 masa di platform dan email tidak ada pemberitahuan sama sekali,iya allah ini sudah tanggal masa di platform dan email tidak ada pemberitahuan sama sekali,1,0,0,1,0
@spontanahuy tanggal 15 terakhirnya ðð» ada bbrpa perusahaan yg masih nerima. Tunggu email & ditelp aja ka,tanggal terakhirnya ada beberapa perusahaan yang masih menerima tunggu email ditelp saja kak,1,1,1,1,1
@spontanahuy ga ush berharap lgi udh tgl segini wkwk,tidak perlu berharap lagi sudah tanggal segini wkwk,1,2,0,0,1
@spontanahuy asliii butuh kepastian,asli butuh kepastian,2,2,1,1,1
Siapa saja yg lolos utk ikut survei diinfokan dimna ya,siapa saja yang lolos untuk ikut survei diinfokan dimna iya,1,1,1,1,1
Jadi min untuk pengumuman magang merdeka nya udah selesai ya? Tolong direspon biar ga berharap lagi :(,jadi min untuk pengumuman magang merdeka nya sudah selesai iya tolong direspon biar tidak berharap lagi,1,1,1,1,1
