,comment,clean,sentimen,sentiment_indobert,sentiment_indobert_kotor,sentiment_roberta,sentiment_roberta_kotor
478,@babu_abu_abu Banyak yang banding dan berubah jadi verified. Brati ada kemungkinan di verifikasi pertama ada miss dr sistemnya. Kenapa orang² pada denial ya kak:((,banyak yang banding dan berubah jadi verified brati ada kemungkinan di verifikasi pertama ada miss dari sistemnya kenapa orang pada denial iya kak,Positif,Netral,Negatif,negative,negative
479,@herdodp ga ada kak Bangkit,tidak ada kak bangkit,Positif,Negatif,Negatif,negative,negative
480,@adrian_wbsn sediih amat🥲,sediih amat,Positif,Negatif,Netral,positive,positive
481,MSIB batch 4 kacau. Minimal kasih kejelasan kepada mahasiswa,msib batch kacau minimal kasih kejelasan kepada mahasiswa,Negatif,Negatif,Negatif,negative,negative
482,@adhlslsa berasa dighosting😢,berasa dighosting,Netral,Positif,Positif,positive,negative
483,@adrian_wbsn wkwkw asliii kak,wkwkw asli kak,Positif,Positif,Netral,positive,neutral
485,"Masak ,dh sampai tgl 13 masi di proses Mulu , setidaknya di kasih tau ,lolos apa enggak nya",masak deh sampai tanggal masih di proses melulu setidaknya di kasih tahu lolos apa tidak nya,Negatif,Negatif,Netral,negative,negative
486,@yunpnzr ceknya gmn bro? Udh telat kok. Semuanya udh terjadi. Pihak msib yg kurang sosialisasi soal pencegahan begini2,ceknya bagaimana saudara laki-laki sudah terlambat kok semuanya sudah terjadi pihak msib yang kurang sosialisasi soal pencegahan begini2,Negatif,Negatif,Negatif,negative,negative
487,Tolong di kasih kejelasan lah min😢,tolong di kasih kejelasan lah min,Positif,Netral,Netral,neutral,negative
488,@yunpnzr Wduuw bestie gua banding jadi verified bro. Banding kan cuma recheck doank tanpa revisi. Brati sistem juga bisa salah kan? Trus berapa banyak org di luar sana yang kaga salah tapi dianggep salah sama sistem?,wduuw bestie saya banding jadi verified saudara laki-laki banding kan cuma recheck doang tanpa revisi brati sistem juga bisa salah kan terus berapa banyak orang di luar sana yang tidak salah tapi dianggep salah sama sistem,Positif,Negatif,Negatif,negative,negative
489,@bochiillll @cicumgarcum kut yo,kut iya,Netral,Netral,Netral,negative,negative
490,@lucki_atmaja kalau mitra bangkit sosmed nya apa ya kak?,kalau mitra bangkit sosmed nya apa iya kak,Positif,Netral,Netral,neutral,neutral
491,"@_erlanggadwiputra coba cek lagi file yang udah di scan, pastinada poin yang gak kebaca pas scanning seperti materai yang gak berwarna, cap gak terbaca jelas, ada yang burem, dll",coba cek lagi file yang sudah di scan pastinada poin yang tidak kebaca pas scanning seperti materai yang tidak berwarna cap tidak terbaca jelas ada yang buram dan lain-lain,Positif,Negatif,Netral,negative,negative
492,"@bro.swryz pasti ada yang salah itu berkasnya, coba cek lagi",pasti ada yang salah itu berkasnya coba cek lagi,Negatif,Netral,Netral,negative,negative
493,"@adhlslsa iyaaa, ga ada tahap selanjutnya kah? tautau share info offering sampe tgl 16feb ini. gimana Pak? @magangmerdeka",iya tidak ada tahap selanjutnya kah tautau share informasi offering sampai tanggal 16feb ini bagaimana pak,Netral,Netral,Netral,neutral,neutral
494,@dndaaaws_ pasti ada salah satu unsur yang gak kebaca pas scanning. Coba perhatiin lagi,pasti ada salah satu unsur yang tidak kebaca pas scanning coba perhatikan lagi,Netral,Negatif,Negatif,negative,negative
495,@alammaulanaaa__ cek di ig/web mitra,cek di igweb mitra,Netral,Netral,Netral,neutral,neutral
496,"@alammaulanaaa__ coba crosscheck satu per satu mitra, pada udah mulai offering atau belum, kalau gw gitu di cek satu persatu, kalau udah pada offering ya yaudah jangan berharap",coba crosscheck satu per satu mitra pada sudah mulai offering atau belum kalau saya begitu di cek satu persatu kalau sudah pada offering iya ya sudah jangan berharap,Netral,Negatif,Negatif,negative,negative
497,"panitianya gimana nih urus berkasnya? beberapa komen gue baca, ada yang urus berkasnya dari awal sampai akhir sama temannya, berkas sama smua ga ada yang beda, tp tmn nya eligible dan dia ga eligible? kalian pakai cara cap cip cup ya??",panitianya bagaimana ini urus berkasnya beberapa komen saya baca ada yang urus berkasnya dari awal sampai akhir sama temannya berkas sama semua tidak ada yang beda tapi teman nya eligible dan dia tidak eligible kalian pakai cara cap cip cup iya,Netral,Negatif,Negatif,positive,negative
498,@j.ilhamp saya coba tanyakan ke email MSIB nya..dapet balesan bahwa sampai tgl 15 juga masih proses seleksi oleh mitra.. semoga ajaaa...huhu.. dan semoga aja ada perpanjangan sama seperti awal pendaftaran MSIB pun ada perpanjangan..hehehe,saya coba tanyakan ke email msib nyadapet balesan bahwa sampai tanggal juga masih proses seleksi oleh mitra semoga ajaaahuhu dan semoga saja ada perpanjangan sama seperti awal pendaftaran msib pun ada perpanjanganhehehe,Netral,Negatif,Netral,neutral,neutral
499,"Temen gua eligible, gua engga. Padahal ketiplek tiplek isi berkas semuanya sama wong ngurusnya bareng pas ke kampus wkwkwkwk",teman saya eligible saya tidak padahal ketiplek tiplek isi berkas semuanya sama wong ngurusnya bareng pas ke kampus wkwkwkwk,Netral,Negatif,Negatif,neutral,negative
502,@rachel.marla sabar aja,sabar saja,Netral,Positif,Positif,positive,positive
503,gimana mau kompetitif sialan orang yang diliat eligibilas berkas wkwk,bagaimana mau kompetitif sialan orang yang dilihat eligibilas berkas wkwk,Netral,Negatif,Negatif,negative,negative
504,"@adrian_wbsn aku dapat 10 tawaran, wkwk tapi pilih Sekolah Ekspor ajah",aku dapat tawaran wkwk tapi pilih sekolah ekspor saja,Netral,Netral,Netral,neutral,neutral
506,ngepost gini dibaca ga si komennya?,ngepost begini dibaca tidak sih komennya,Netral,Negatif,Negatif,negative,negative
507,@rachel.marla benerr nihh huhu,benar ini huhu,Positif,Negatif,Positif,positive,negative
508,ini gimana ya yg statusnya masih prosessssss?,ini bagaimana iya yang statusnya masih prosessssss,Netral,Negatif,Negatif,negative,negative
510,"Ketahuilah, dibalik gebyar onboarding besok, ada ribuan mahasiswa yang dirugikan karena berkas mereka yang sejatinya benar tapi dianggap salah👏 Sukses buat temen2 yang lancar dalam proses seleksi. Salam dari kami yang emang belum rejekinya di sini dan harus gagal karena berkas yang belum tentu kami salah❤️",ketahuilah dibalik gebyar onboarding besok ada ribuan mahasiswa yang dirugikan karena berkas mereka yang sejatinya benar tapi dianggap salah sukses buat teman-teman yang lancar dalam proses seleksi salam dari kami yang memang belum rejekinya di sini dan harus gagal karena berkas yang belum tentu kami salah,Positif,Positif,Negatif,negative,negative
513,@adrian_wbsn Dari batch 1 udah kayak gini dan sampe batch 4 ga dibenerin👏 salut,dari batch sudah kayak begini dan sampai batch tidak dibenerin salut,Netral,Negatif,Positif,negative,positive
514,Diproses = ditolak ges wkwkwk,diproses ditolak ges wkwkwk,Netral,Negatif,Negatif,negative,negative
516,"@pitasrr_ dapat infonya dari mana kk?, wah jadi masih ada harapan nih",dapat infonya dari mana kakak wah jadi masih ada harapan ini,Netral,Netral,Netral,neutral,neutral
517,@andir1_ maaf katanya mundur lagi,maaf katanya mundur lagi,Negatif,Negatif,Netral,negative,neutral
518,@andir1_ dilamar MSIB sampai tgl 15,dilamar msib sampai tanggal,Netral,Netral,Netral,neutral,neutral
519,@andir1_ bukanya tanggal 15 ya batasnya kak,bukanya tanggal iya batasnya kak,Netral,Netral,Netral,neutral,neutral
520,Masih ada harapan ga sih? 🙃,masih ada harapan tidak sih,Netral,Negatif,Netral,negative,negative
521,"@ibrahim.bram.35762 maaf kk menjawab, udah nggak keterima mungkin kk, karna batas pengumumannya tanggal 11",maaf kakak menjawab sudah tidak keterima mungkin kakak karena batas pengumumannya tanggal,Negatif,Netral,Netral,neutral,neutral
523,"Min, buat yg gaketerima dikasih info dong lolos apa engga? Di MBKM Diproses mulu wkwk",min buat yang gaketerima dikasih informasi dong lolos apa tidak di mbkm diproses melulu wkwk,Netral,Netral,Netral,negative,negative
525,@j.ilhamp iya kak sama sy juga sampai skrg blm dapat kabar ni,iya kak sama saya juga sampai sekarang belum dapat kabar ini,Netral,Netral,Netral,negative,negative
526,"Okeh, belum rejeki ygy",okeh belum rezeki ygy,Positif,Negatif,Negatif,negative,negative
527,MSIB masih proses terus nih😢🤔,msib masih proses terus ini,Netral,Netral,Netral,negative,negative
528,@spontanahuy kalau hari ini blm ada email atau tlp dari pihak msib berarti besar kemungkinan ga lolos ya?,kalau hari ini belum ada email atau telepon dari pihak msib berarti besar kemungkinan tidak lolos iya,Netral,Netral,Netral,negative,negative
529,@ilham_andika_ turu aja dek,turu saja adik,Netral,Negatif,Netral,negative,neutral
530,@ci.ucii6 gimna?,bagaimana,Netral,Positif,Netral,positive,negative
532,@ptrairwn_ tag cobaa,tag coba,Netral,Netral,Netral,positive,neutral
533,@adrian_syahhh22 tak tau saya wkwkwj,tidak tahu saya wkwkwj,Netral,Negatif,Netral,negative,negative
534,@ptrairwn_ kampus kita gimana ya wkwkwkwwk,kampus kita bagaimana iya wkwkwkwwk,Netral,Negatif,Netral,negative,neutral
535,Simulasi Survey Kebhinekaan sudah dilaksanakan pada hari ini. Terima kasih Bapak/Ibu Panitia Pusat MSIB.,simulasi survey kebhinekaan sudah dilaksanakan pada hari ini terima kasih bapakibu panitia pusat msib,Netral,Netral,Netral,neutral,neutral
536,@ema.hakimah untuk info lolos tidaknya apakah disampaikan le2at email bu?,untuk informasi lolos tidaknya apakah disampaikan le2at email bu,Netral,Netral,Netral,neutral,neutral
537,@lindamanullang07 pertanyaan yang sama..info bisa dilihat dimana y,pertanyaan yang samainfo bisa dilihat dimana iya,Netral,Netral,Netral,neutral,neutral
538,@lindamanullang07 pertanyaan yang sama..info bisa dilihat dimana y,pertanyaan yang samainfo bisa dilihat dimana iya,Netral,Netral,Netral,neutral,neutral
539,@upepeul pertanyaan yang sama..lihat infonya dimana y,pertanyaan yang samalihat infonya dimana iya,Netral,Netral,Netral,neutral,neutral
540,"Iya sama @ema.hakimah,solusinya gimana ya",iya sama bagaimana iya,Netral,Negatif,Netral,negative,neutral
541,"@ema.hakimah kalo hanya simulasi, loginnya harus registrasi dulu kak, kalo udah survei baru pake username dan password yang didapatkan dari email",kalau hanya simulasi loginnya harus registrasi dulu kak kalau sudah survei baru pakai username dan password yang didapatkan dari email,Positif,Netral,Netral,neutral,neutral
542,@ema.hakimah saya juga mengalami hal yang sama. Admin @magangmerdeka mohon dibantu,saya juga mengalami hal yang sama admin mohon dibantu,Netral,Netral,Netral,neutral,neutral
543,Saya mau ikut survei belum bs masuk? adakah yg bs membantu...password salah saat dimasukkn,saya mau ikut survei belum bisa masuk adakah yang bisa membantupassword salah saat dimasukkn,Netral,Netral,Netral,neutral,neutral
544,"@nyepammyy_ tergantung hrd nya si, kalau aku pribadi sore",tergantung hrd nya sih kalau aku pribadi sore,Netral,Netral,Netral,neutral,neutral
545,@julius_trbb99 iya kak itu status proses akan diganti jika sudah memasuki jadwal berjalannya kegiatan. 😁 Semangat terus jgn terpaku nunggu kabar... Realistis aja klo seminggu ga ada kabar udh fokus yang lain,iya kak itu status proses akan diganti jika sudah memasuki jadwal berjalannya kegiatan semangat terus jangan terpaku menunggu kabar realistis saja kalau seminggu tidak ada kabar sudah fokus yang lain,Positif,Negatif,Netral,negative,negative
546,"@keyfira_anggrayni fokuslah ke yang lain saja, ketika sdh lebih dari 1 minggu tidak ada kabar",fokuslah ke yang lain saja ketika sudah lebih dari minggu tidak ada kabar,Positif,Negatif,Netral,negative,neutral
547,@ryan.als di tlpon nya saat jam kantor ka?,di tlpon nya saat jam kantor kak,Netral,Netral,Netral,neutral,neutral
548,@keyfira_anggrayni Masi diproses jga ka,masih diproses juga kak,Netral,Netral,Netral,negative,neutral
549,@keyfira_anggrayni Masih diproses di aku,masih diproses di aku,Netral,Netral,Netral,neutral,neutral
550,@keyfira_anggrayni iyaa belum ada ka,iya belum ada kak,Netral,Netral,Netral,neutral,neutral
551,"Admin mohon keejalasn buat kami yg status tempat magang masih berproses ini artinya apa ?? Tolong dong jangan hanya di baca bru di abaikan,,, setidaknya kalau kami yg lain tdk lolos seleksi di statusnya harus tertuli tdk lolos seleksi,,,
Klo seperti tertulis “proses” kami pendaftar yg lain akan berpsekulasi bahwa proses seleksi masih berlanjut,, setidaknya ada persamaan dan transparasi🙏🏽",admin mohon keejalasn buat kami yang status tempat magang masih berproses ini artinya apa tolong dong jangan hanya di baca baru di abaikan setidaknya kalau kami yang lain tidak lolos seleksi di statusnya harus tertuli tidak lolos seleksiklo seperti tertulis proses kami pendaftar yang lain akan berpsekulasi bahwa proses seleksi masih berlanjut setidaknya ada persamaan dan transparasi,Negatif,Negatif,Netral,negative,neutral
552,"@nyepammyy_ iyaa kak, udh ada pengumumannya blm kak?",iya kak sudah ada pengumumannya belum kak,Netral,Netral,Netral,neutral,neutral
553,@keyfira_anggrayni bpjs ketenagakerjaan ya ka?,bpjs ketenagakerjaan iya kak,Netral,Netral,Netral,neutral,neutral
554,"@nuel.naibaho dari yg saya baca”, kebetulan saya ditelp 2 hari yg lalu baru muncul notifikasi lulusnya di platform",dari yang saya baca kebetulan saya ditelp hari yang lalu baru muncul notifikasi lulusnya di platform,Netral,Netral,Netral,neutral,neutral
555,@gastrovast tgl 16 aja masih survei kebhinekaan calon DPP😭😌,tanggal saja masih survei kebhinekaan calon dpp,Netral,Netral,Netral,neutral,positive
556,@ryan.als info darimana??,informasi darimana,Netral,Negatif,Negatif,negative,negative
557,@keyfira_anggrayni blm ada nihh,belum ada ini,Netral,Netral,Netral,negative,neutral
558,ada yg daftar di bpjs? udah ada yg dapet pengumuman lolos atau tidak lolos blm yaa,ada yang daftar di bpjs sudah ada yang dapat pengumuman lolos atau tidak lolos belum iya,Netral,Netral,Netral,neutral,neutral
559,klo yg udah lolos tahap administrasi dari mitra itu blum berarti lolos ya?,kalau yang sudah lolos tahap administrasi dari mitra itu belum berarti lolos iya,Positif,Netral,Netral,neutral,neutral
560,"MIN INI KOK DAPET WA BISA DITERIMA OFFERING SAMPE TGL 14, TAPI KOK HARI INI AKU CEK DI WEB UDAH GAADA?",min ini kok dapat wa bisa diterima offering sampai tanggal tapi kok hari ini aku cek di web sudah enggak ada,Netral,Negatif,Negatif,negative,negative
562,Besar kemungkinan tidak lolos sippp,besar kemungkinan tidak lolos sippp,Positif,Netral,Netral,neutral,neutral
563,Berasa kek digantung pasangan🙌,berasa kayak digantung pasangan,Netral,Negatif,Negatif,negative,negative
564,"@ilham_andika_ harapan magang?, udh dari kemaren kan pengumumannya",harapan magang sudah dari kemarin kan pengumumannya,Netral,Netral,Netral,neutral,neutral
565,Ini sudah pengumuman calon DPP ya min? Melalui apa ya min?,ini sudah pengumuman calon dpp iya min melalui apa iya min,Netral,Netral,Netral,neutral,neutral
567,"@klandes10_fikrie kalau tidak ada undangan recruitment process dari mitra di wa ato email yang mengundang utk ikut test, interview,  atau apapun itu, kemungkinan besar tidak lolos. Patokannya di recruitment process mitra ya, bukan di status website",kalau tidak ada undangan recruitment process dari mitra di wa atau email yang mengundang untuk ikut test interview atau apapun itu kemungkinan besar tidak lolos patokannya di recruitment process mitra iya bukan di status website,Positif,Negatif,Netral,negative,negative
568,"@akhsannurkholish kalau semisal gaada undangan recruitment process dari mitra (email atau wa), berarti kemungkinan besar tidak lolos. Patokannya bukan status di website mbkm, tapi recruitment process mitra",kalau semisal enggak ada undangan recruitment process dari mitra email atau wa berarti kemungkinan besar tidak lolos patokannya bukan status di website mbkm tapi recruitment process mitra,Positif,Netral,Netral,neutral,neutral
569,"@spontanahuy kalo gaada recruitment process dari mitra (ga dapet email ato wa yang mengundang test, interview, atau semacamnya) berarti kemungkinan ga lolos. Patokannya bukan status proses di website, tapi dari recruitment processnya mitra",kalau enggak ada recruitment process dari mitra tidak dapat email atau wa yang mengundang test interview atau semacamnya berarti kemungkinan tidak lolos patokannya bukan status proses di website tapi dari recruitment processnya mitra,Netral,Netral,Netral,negative,negative
570,Ini untuk dosen PT mahasiswa yang ikut msib batch 4 ya min??,ini untuk dosen pt mahasiswa yang ikut msib batch iya min,Netral,Netral,Netral,neutral,neutral
571,"@klandes10_fikrie ada kok di email, tapi mitranya yang ngabarin kalo misal ga lolos",ada kok di email tapi mitranya yang ngabarin kalau misal tidak lolos,Netral,Netral,Netral,negative,negative
572,yg saya knpa mitra nya masih dalam proses??,yang saya kenapa mitra nya masih dalam proses,Netral,Netral,Netral,negative,negative
573,Semoga masih ada harapan 🙏,semoga masih ada harapan,Netral,Netral,Netral,neutral,neutral
574,Dah lah,deh lah,Netral,Positif,Positif,negative,positive
575,"@spontanahuy udah terakhir kayanya, cek terus aja offering nya di platform",sudah terakhir kayaknya cek terus saja offering nya di platform,Netral,Netral,Netral,neutral,neutral
576,Ya Allah ini sudah tanggal 13 masa di platform dan email tidak ada pemberitahuan sama sekali,iya allah ini sudah tanggal masa di platform dan email tidak ada pemberitahuan sama sekali,Netral,Negatif,Negatif,neutral,negative
577,@spontanahuy tanggal 15 terakhirnya 🙏🏻 ada bbrpa perusahaan yg masih nerima. Tunggu email & ditelp aja ka,tanggal terakhirnya ada beberapa perusahaan yang masih menerima tunggu email ditelp saja kak,Netral,Netral,Netral,neutral,neutral
578,@spontanahuy ga ush berharap lgi udh tgl segini wkwk,tidak perlu berharap lagi sudah tanggal segini wkwk,Netral,Positif,Negatif,negative,neutral
579,@spontanahuy asliii butuh kepastian,asli butuh kepastian,Positif,Positif,Netral,neutral,neutral
580,Siapa saja yg lolos utk ikut survei diinfokan dimna ya,siapa saja yang lolos untuk ikut survei diinfokan dimna iya,Netral,Netral,Netral,neutral,neutral
581,Jadi min untuk pengumuman magang merdeka nya udah selesai ya? Tolong direspon biar ga berharap lagi :(,jadi min untuk pengumuman magang merdeka nya sudah selesai iya tolong direspon biar tidak berharap lagi,Netral,Netral,Netral,neutral,neutral
